x,y,z
-0.11656119663248624,-0.12500225733821738,0.985285706330886
-0.13183580087971314,-0.13132807866050353,0.9825335909584695
0.0764250829583728,0.11069049616586964,0.9909121155548353
0.05501882997525142,-0.07081811907044033,0.9959707437266817
0.2053025524179608,0.12481402015958748,0.9707071249054847
0.22092223649921727,0.1376016705231166,0.9655356781027988
-0.1216330499718971,-0.1361957862728792,0.9831867111368248
0.041555749273067266,0.06617750178801789,0.9969421537679359
-0.04887430470451955,-0.07222120117902503,0.9961904438609661
0.050362236735765065,0.05178912293445318,0.9973873529660635
-0.024587646105601883,-0.033306024029098553,0.9991427107387407
-0.031013851666107334,-0.09455650789316672,0.9950362846750275
0.10258238728789398,0.09886368013921584,0.9897993870313556
0.15813271779635044,0.130871426206618,0.9787066533772953
-0.07739089770348126,-0.019868426235205825,0.9968028363681484
-0.06605651122072217,-0.09946564012327476,0.9928459718205104
-0.01989288803247557,0.0029338808958101004,0.999797812234362
-0.0752068007196087,-0.07935238516462564,0.9940056016412615
0.02263407355383961,0.05373935199347359,0.9982984427322729
-0.02460552626965008,0.0807830162389601,0.996427956434548
